Name,logFC,logCPM,pvalue,FDR
HORVU.MOREX.r3.5HG0480660,0.039819347,6.647417854,0.879402129,0.99971513
HORVU.MOREX.r3.1HG0093770,0.038952778,5.380379495,0.879441894,0.99971513
HORVU.MOREX.r3.5HG0536340,0.038755336,5.494823321,0.879525959,0.99971513
HORVU.MOREX.r3.2HG0175730,-0.048264432,3.812754292,0.879619567,0.99971513
HORVU.MOREX.r3.4HG0405320,-0.040818554,7.042132777,0.879633613,0.99971513
HORVU.MOREX.r3.6HG0577760,-0.075686847,1.72011154,0.879639445,0.99971513
HORVU.MOREX.r3.7HG0681680,0.039380781,6.499646158,0.879697475,0.99971513
HORVU.MOREX.r3.2HG0131530,0.041247964,7.197635377,0.879728888,0.99971513
HORVU.MOREX.r3.1HG0070480,-0.038507744,5.73208879,0.879781392,0.99971513
HORVU.MOREX.r3.4HG0398790,-0.04081063,4.763707838,0.879835886,0.99971513
HORVU.MOREX.r3.6HG0606180,0.040349798,6.919679629,0.879966631,0.99971513
HORVU.MOREX.r3.5HG0467150,0.085932268,1.020270758,0.880144844,0.99971513
HORVU.MOREX.r3.3HG0323480,-0.03843319,5.956555148,0.880181724,0.99971513
HORVU.MOREX.r3.5HG0530510,0.03847566,6.037610693,0.880253092,0.99971513
HORVU.MOREX.r3.2HG0113700,-0.041403148,7.310901648,0.880268049,0.99971513
HORVU.MOREX.r3.1HG0067410,-0.045849665,4.021426725,0.880410315,0.99971513
HORVU.MOREX.r3.3HG0287580,0.074269498,1.785776575,0.88048192,0.99971513
HORVU.MOREX.r3.1HG0082500,-0.060373503,2.811442275,0.880531082,0.99971513
HORVU.MOREX.r3.2HG0190890,0.07406499,1.794344133,0.880581296,0.99971513
HORVU.MOREX.r3.4HG0403140,-0.050267408,3.598818033,0.880625756,0.99971513
HORVU.MOREX.r3.5HG0472720,-0.067829448,2.252985077,0.880701843,0.99971513
HORVU.MOREX.r3.3HG0256390,0.03864881,6.291996879,0.880713405,0.99971513
HORVU.MOREX.r3.3HG0290950,0.05698589,3.057911933,0.880733369,0.99971513
HORVU.MOREX.r3.3HG0326210,0.047527768,3.839122272,0.880760282,0.99971513
HORVU.MOREX.r3.3HG0218440,0.046872052,3.905598619,0.88079007,0.99971513
HORVU.MOREX.r3.4HG0334820,0.03953053,6.717731246,0.88079185,0.99971513
HORVU.MOREX.r3.5HG0425050,-0.088212231,0.850452172,0.880791994,0.99971513
HORVU.MOREX.r3.5HG0444800,0.038787955,6.386293236,0.880811426,0.99971513
HORVU.MOREX.r3.3HG0305340,0.039963177,6.88559343,0.880822674,0.99971513
HORVU.MOREX.r3.2HG0124680,0.066123065,2.374218154,0.880837152,0.99971513
HORVU.MOREX.r3.1HG0068140,0.043529215,8.064081908,0.880862862,0.99971513
HORVU.MOREX.r3.5HG0479210,-0.068193754,2.214660204,0.880903549,0.99971513
HORVU.MOREX.r3.7HG0663390,0.039840556,4.896433857,0.88095845,0.99971513
HORVU.MOREX.r3.5HG0512820,-0.038144385,5.910346028,0.880997969,0.99971513
HORVU.MOREX.r3.3HG0241540,-0.03820239,5.562157432,0.88103152,0.99971513
HORVU.MOREX.r3.6HG0598730,-0.038114547,5.684544372,0.881047756,0.99971513
HORVU.MOREX.r3.6HG0580120,0.039598376,6.784176963,0.881103245,0.99971513
HORVU.MOREX.r3.1HG0064700,-0.079255061,1.401900203,0.881214973,0.99971513
HORVU.MOREX.r3.3HG0327270,0.038089881,5.94686754,0.881219904,0.99971513
HORVU.MOREX.r3.5HG0471130,0.038471278,5.320645087,0.881232073,0.99971513
HORVU.MOREX.r3.4HG0381200,0.081176748,1.263116619,0.8814546,0.99971513
HORVU.MOREX.r3.2HG0190350,-0.052824124,3.351801586,0.88146497,0.99971513
HORVU.MOREX.r3.3HG0312490,0.066263452,2.337209912,0.88146531,0.99971513
HORVU.MOREX.r3.3HG0264770,0.074251063,1.745307414,0.881477299,0.99971513
HORVU.MOREX.r3.6HG0561180,0.038909769,5.10633472,0.881513692,0.99971513
HORVU.MOREX.r3.3HG0298920,0.041054839,4.603439976,0.881554683,0.99971513
HORVU.MOREX.r3.5HG0452760,-0.039096495,6.654343233,0.881630319,0.99971513
HORVU.MOREX.r3.3HG0315380,-0.079624492,1.356365395,0.881698587,0.99971513
HORVU.MOREX.r3.1HG0017280,0.039325907,4.957287113,0.881747381,0.99971513
HORVU.MOREX.r3.2HG0099260,-0.038927717,6.609315241,0.881810691,0.99971513
HORVU.MOREX.r3.6HG0597360,0.062402031,2.607060855,0.881917783,0.99971513
HORVU.MOREX.r3.5HG0480170,-0.07807168,1.442510623,0.882102368,0.99971513
HORVU.MOREX.r3.3HG0309610,-0.04352507,4.216815155,0.882132387,0.99971513
HORVU.MOREX.r3.7HG0718570,-0.037770069,5.625086657,0.882199476,0.99971513
HORVU.MOREX.r3.2HG0168840,0.081280439,1.224412197,0.882230305,0.99971513
HORVU.MOREX.r3.7HG0666460,-0.038920795,6.668298144,0.882251915,0.99971513
HORVU.MOREX.r3.3HG0219160,0.037700272,5.729737057,0.882296789,0.99971513
HORVU.MOREX.r3.4HG0389580,0.047374519,3.796206216,0.882306027,0.99971513
HORVU.MOREX.r3.6HG0619300,-0.063048862,2.543896816,0.882308991,0.99971513
HORVU.MOREX.r3.2HG0159970,0.05471539,3.174719421,0.882330058,0.99971513
HORVU.MOREX.r3.2HG0154040,-0.037764325,6.010996556,0.882384921,0.99971513
HORVU.MOREX.r3.7HG0683860,0.041957237,7.737874313,0.882396928,0.99971513
HORVU.MOREX.r3.1HG0081730,0.044136587,8.442866873,0.88243169,0.99971513
HORVU.MOREX.r3.4HG0413710,0.037672961,5.930587251,0.882479381,0.99971513
HORVU.MOREX.r3.4HG0384380,0.042609499,4.317134188,0.882508639,0.99971513
HORVU.MOREX.r3.5HG0507520,-0.03853642,5.120250434,0.882509547,0.99971513
HORVU.MOREX.r3.7HG0725660,-0.069638155,2.038801191,0.882574473,0.99971513
HORVU.MOREX.r3.1HG0077870,0.074377271,1.677536761,0.882644568,0.99971513
HORVU.MOREX.r3.7HG0697890,-0.037563673,5.801388412,0.882722999,0.99971513
HORVU.MOREX.r3.6HG0611880,-0.045623941,8.953668675,0.882762191,0.99971513
HORVU.MOREX.r3.5HG0488640,-0.076544876,1.52180587,0.882769822,0.99971513
HORVU.MOREX.r3.5HG0521790,0.037801161,5.421707334,0.882774429,0.99971513
HORVU.MOREX.r3.1HG0062640,-0.038174578,5.225236514,0.882783035,0.99971513
HORVU.MOREX.r3.2HG0204820,-0.037510133,5.775842131,0.882858262,0.99971513
HORVU.MOREX.r3.6HG0628360,0.045396641,8.895694076,0.882873058,0.99971513
HORVU.MOREX.r3.2HG0174250,-0.064983034,2.374807801,0.882889444,0.99971513
HORVU.MOREX.r3.2HG0107750,0.066568021,2.247896276,0.882971102,0.99971513
HORVU.MOREX.r3.2HG0188200,0.043304077,4.197662054,0.883149524,0.99971513
HORVU.MOREX.r3.5HG0469800,0.046308167,9.222361534,0.883188969,0.99971513
HORVU.MOREX.r3.3HG0305790,0.053398646,3.24470291,0.883235909,0.99971513
HORVU.MOREX.r3.7HG0651550,0.037710507,5.375849859,0.883250246,0.99971513
HORVU.MOREX.r3.3HG0268410,-0.046681118,3.825244067,0.883299119,0.99971513
HORVU.MOREX.r3.7HG0713610,0.037906337,5.264241843,0.8833134,0.99971513
HORVU.MOREX.r3.4HG0413790,0.037533002,5.483798968,0.883327524,0.99971513
HORVU.MOREX.r3.2HG0121130,0.080945642,1.191737931,0.883347282,0.99971513
HORVU.MOREX.r3.7HG0749960,0.037471753,6.056749236,0.883405719,0.99971513
HORVU.MOREX.r3.3HG0296520,-0.038363003,5.073176075,0.883441435,0.99971513
HORVU.MOREX.r3.6HG0627960,0.037321515,5.84238786,0.883468171,0.99971513
HORVU.MOREX.r3.7HG0669240,0.048801675,3.620636345,0.88348251,0.99971513
HORVU.MOREX.r3.1HG0028280,0.038426481,5.044987126,0.88352954,0.99971513
HORVU.MOREX.r3.5HG0494150,0.043848325,4.108271934,0.883639197,0.99971513
HORVU.MOREX.r3.5HG0502750,0.037539662,5.383159706,0.883742129,0.99971513
HORVU.MOREX.r3.1HG0078910,-0.046884118,3.789194994,0.883764256,0.99971513
HORVU.MOREX.r3.3HG0309300,0.043666221,8.460708018,0.88382264,0.99971513
HORVU.MOREX.r3.6HG0592120,0.037323844,5.526281958,0.883856267,0.99971513
HORVU.MOREX.r3.6HG0575970,0.042155228,4.307192753,0.883930624,0.99971513
HORVU.MOREX.r3.5HG0521860,-0.060979334,2.63102431,0.883977875,0.99971513
HORVU.MOREX.r3.3HG0218390,-0.037141658,5.843314284,0.884014419,0.99971513
HORVU.MOREX.r3.2HG0183710,0.039207696,4.799424908,0.884040413,0.99971513
HORVU.MOREX.r3.5HG0486110,-0.037377917,5.411967495,0.884086664,0.99971513
HORVU.MOREX.r3.7HG0693430,0.052627566,3.274832562,0.884089425,0.99971513
HORVU.MOREX.r3.3HG0218370,0.042286451,8.047077393,0.884100344,0.99971513
HORVU.MOREX.r3.4HG0356780,0.042771382,4.218983339,0.884104835,0.99971513
HORVU.MOREX.r3.3HG0267340,0.037035483,5.686791818,0.884396099,0.99971513
HORVU.MOREX.r3.5HG0517860,0.040663192,7.546377133,0.884400747,0.99971513
HORVU.MOREX.r3.5HG0462250,0.037869265,5.13673811,0.884417316,0.99971513
HORVU.MOREX.r3.1HG0062220,-0.085288542,0.861610174,0.884612729,0.99971513
HORVU.MOREX.r3.2HG0107960,-0.036943315,5.939189391,0.884765531,0.99971513
HORVU.MOREX.r3.2HG0116840,-0.042056297,8.055806086,0.884797499,0.99971513
HORVU.MOREX.r3.6HG0621690,-0.042798206,4.176192084,0.884909057,0.99971513
HORVU.MOREX.r3.2HG0148240,-0.037451805,5.22748988,0.884961149,0.99971513
HORVU.MOREX.r3.5HG0445980,0.036820593,5.732984208,0.885017638,0.99971513
HORVU.MOREX.r3.3HG0295370,0.04522531,9.113143489,0.885046967,0.99971513
HORVU.MOREX.r3.4HG0408170,0.037083248,6.185221845,0.885048844,0.99971513
HORVU.MOREX.r3.2HG0153680,-0.058399565,2.786702824,0.885068774,0.99971513
HORVU.MOREX.r3.1HG0091010,0.036867913,5.54816707,0.885179335,0.99971513
HORVU.MOREX.r3.5HG0474900,-0.037737016,6.580989671,0.885215898,0.99971513
HORVU.MOREX.r3.7HG0652090,-0.07886142,1.25555035,0.885230995,0.99971513
HORVU.MOREX.r3.6HG0577040,0.045913175,3.820729671,0.885265391,0.99971513
HORVU.MOREX.r3.3HG0274450,-0.083502102,0.944282368,0.885337683,0.99971513
HORVU.MOREX.r3.5HG0446390,0.078782354,1.246775458,0.885376698,0.99971513
HORVU.MOREX.r3.3HG0292500,0.037240042,6.371916821,0.885459604,0.99971513
HORVU.MOREX.r3.2HG0096210,0.065711312,2.199844499,0.885503466,0.99971513
HORVU.MOREX.r3.5HG0489610,0.039286088,4.67631144,0.885526898,0.99971513
HORVU.MOREX.r3.3HG0304210,-0.036602883,5.740706876,0.885679516,0.99971513
HORVU.MOREX.r3.2HG0125940,0.066354098,2.145163033,0.885686974,0.99971513
HORVU.MOREX.r3.3HG0291150,-0.087374853,0.696375186,0.885765592,0.99971513
HORVU.MOREX.r3.4HG0393250,0.083304627,0.930293571,0.885786262,0.99971513
HORVU.MOREX.r3.4HG0410640,0.036532204,5.759493586,0.885898494,0.99971513
HORVU.MOREX.r3.4HG0348500,-0.039459993,4.619356651,0.885907969,0.99971513
HORVU.MOREX.r3.5HG0521940,-0.038075996,4.916583554,0.885923782,0.99971513
HORVU.MOREX.r3.5HG0480040,-0.062668912,2.421972613,0.885992972,0.99971513
HORVU.MOREX.r3.2HG0199600,-0.04404806,3.985061521,0.886001104,0.99971513
HORVU.MOREX.r3.4HG0347270,0.046833544,3.699208254,0.886100151,0.99971513
HORVU.MOREX.r3.6HG0597010,-0.040604366,4.415668668,0.88610158,0.99971513
HORVU.MOREX.r3.1HG0050560,0.036556485,5.55679418,0.886124423,0.99971513
HORVU.MOREX.r3.1HG0052730,-0.038072434,6.851337282,0.886156263,0.99971513
HORVU.MOREX.r3.7HG0751120,0.037557071,6.643991166,0.886186874,0.99971513
HORVU.MOREX.r3.2HG0121520,-0.058907806,2.698949914,0.886187368,0.99971513
HORVU.MOREX.r3.7HG0684860,0.037992069,6.836761367,0.886289153,0.99971513
HORVU.MOREX.r3.2HG0144110,-0.03661935,5.434729963,0.886361286,0.99971513
HORVU.MOREX.r3.2HG0174820,0.036378315,5.718324439,0.886382522,0.99971513
HORVU.MOREX.r3.7HG0739170,0.044176077,8.944787751,0.886387044,0.99971513
HORVU.MOREX.r3.3HG0325700,-0.042981887,4.085572968,0.886452109,0.99971513
HORVU.MOREX.r3.6HG0594450,-0.056436431,2.879775769,0.88652148,0.99971513
HORVU.MOREX.r3.4HG0379010,0.037002513,5.199428638,0.886546677,0.99971513
HORVU.MOREX.r3.7HG0649960,0.056528378,2.874997654,0.88654685,0.99971513
HORVU.MOREX.r3.6HG0588150,-0.041007635,7.92631246,0.886598569,0.99971513
HORVU.MOREX.r3.6HG0612570,-0.036799031,5.274085544,0.886629051,0.99971513
HORVU.MOREX.r3.2HG0193780,0.053096345,3.135881414,0.886737493,0.99971513
HORVU.MOREX.r3.6HG0574860,0.040440967,4.404502174,0.886750636,0.99971513
HORVU.MOREX.r3.3HG0281430,-0.03641547,5.483024603,0.886795094,0.99971513
HORVU.MOREX.r3.6HG0615420,-0.056382658,2.86960179,0.886797953,0.99971513
HORVU.MOREX.r3.6HG0572400,0.043939228,3.960196999,0.886802517,0.99971513
HORVU.MOREX.r3.1HG0067190,0.06867984,1.907030995,0.886940775,0.99971513
HORVU.MOREX.r3.3HG0318130,-0.078146012,1.214771471,0.887036841,0.99971513
HORVU.MOREX.r3.2HG0208870,-0.074975572,1.430495678,0.887050397,0.99971513
HORVU.MOREX.r3.1HG0088600,0.037352671,6.682946565,0.887069497,0.99971513
HORVU.MOREX.r3.UnG0753350,0.084379327,0.811804963,0.887087806,0.99971513
HORVU.MOREX.r3.2HG0168120,-0.042799516,8.60582029,0.887270814,0.99971513
HORVU.MOREX.r3.2HG0216070,-0.040367355,4.382484565,0.887382212,0.99971513
HORVU.MOREX.r3.7HG0663840,0.039818881,7.620509385,0.887393222,0.99971513
HORVU.MOREX.r3.3HG0267160,-0.036357882,6.213259645,0.887396038,0.99971513
HORVU.MOREX.r3.4HG0380310,-0.074813635,1.422718022,0.887432216,0.99971513
HORVU.MOREX.r3.5HG0497710,-0.071994221,1.620128552,0.887451808,0.99971513
HORVU.MOREX.r3.2HG0126860,-0.041733149,4.190681098,0.88747375,0.99971513
HORVU.MOREX.r3.5HG0450470,-0.045185212,3.806637223,0.887481864,0.99971513
HORVU.MOREX.r3.5HG0530960,-0.036460343,5.280026156,0.887636322,0.99971513
HORVU.MOREX.r3.4HG0356930,0.036332662,6.252527766,0.887638807,0.99971513
HORVU.MOREX.r3.4HG0411370,0.052573443,3.141526886,0.887771862,0.99971513
HORVU.MOREX.r3.6HG0604210,-0.036860616,5.099590448,0.887773787,0.99971513
HORVU.MOREX.r3.5HG0516390,-0.036090009,6.102656635,0.887809911,0.99971513
HORVU.MOREX.r3.1HG0095050,-0.036122262,6.195580201,0.888046108,0.99971513
HORVU.MOREX.r3.6HG0612180,0.057769796,2.703800393,0.888254661,0.99971513
HORVU.MOREX.r3.3HG0241050,-0.036620725,5.116384286,0.888348235,0.99971513
HORVU.MOREX.r3.2HG0177640,-0.040995987,8.146687181,0.888409172,0.99971513
HORVU.MOREX.r3.7HG0677850,0.03570817,5.789232671,0.888436689,0.99971513
HORVU.MOREX.r3.2HG0205630,-0.038739851,4.581763008,0.888529624,0.99971513
HORVU.MOREX.r3.6HG0572330,-0.037397781,4.859061301,0.88861817,0.99971513
HORVU.MOREX.r3.6HG0633590,0.03560507,5.727414348,0.888801096,0.99971513
HORVU.MOREX.r3.1HG0064100,-0.052812917,3.078923628,0.888810216,0.99971513
HORVU.MOREX.r3.5HG0456890,-0.035935796,5.322061086,0.88899615,0.99971513
HORVU.MOREX.r3.5HG0466850,-0.054842132,2.909209607,0.888997693,0.99971513
HORVU.MOREX.r3.1HG0047130,0.036019752,5.268040405,0.889074132,0.99971513
HORVU.MOREX.r3.2HG0179410,0.049232544,3.364006405,0.889189435,0.99971513
HORVU.MOREX.r3.7HG0691210,-0.035691654,5.432453944,0.889210361,0.99971513
HORVU.MOREX.r3.7HG0717930,-0.077521847,1.147804292,0.889249196,0.99971513
HORVU.MOREX.r3.7HG0667850,-0.035499226,5.9995034,0.889359909,0.99971513
HORVU.MOREX.r3.7HG0657700,-0.037028039,6.865705849,0.889374664,0.99971513
HORVU.MOREX.r3.3HG0286100,0.069862237,1.695424959,0.889392914,0.99971513
HORVU.MOREX.r3.5HG0425420,-0.053103808,3.030858136,0.889428854,0.99971513
HORVU.MOREX.r3.2HG0126270,-0.039700582,7.832021872,0.889437951,0.99971513
HORVU.MOREX.r3.3HG0251300,0.054062533,2.945809823,0.889607107,0.99971513
HORVU.MOREX.r3.5HG0525770,-0.043487951,3.892785429,0.889610206,0.99971513
HORVU.MOREX.r3.5HG0512870,-0.035976845,5.197809469,0.889675571,0.99971513
HORVU.MOREX.r3.7HG0731700,-0.036334648,5.063017658,0.889677513,0.99971513
HORVU.MOREX.r3.4HG0356250,-0.088853494,0.43863828,0.889772635,0.99971513
HORVU.MOREX.r3.2HG0127160,0.087624422,0.511107743,0.889802852,0.99971513
HORVU.MOREX.r3.6HG0608170,0.035292803,5.917180626,0.889860665,0.99971513
HORVU.MOREX.r3.6HG0593780,-0.054709172,2.879947034,0.889958283,0.99971513
HORVU.MOREX.r3.7HG0708180,0.037327292,4.767496075,0.889975394,0.99971513
HORVU.MOREX.r3.6HG0627220,0.036394294,5.002281863,0.890055266,0.99971513
HORVU.MOREX.r3.1HG0068660,0.041956777,4.041364533,0.890110105,0.99971513
HORVU.MOREX.r3.4HG0391160,-0.051161678,3.162353883,0.89021968,0.99971513
HORVU.MOREX.r3.1HG0056670,0.036537514,6.797837861,0.890340037,0.99971513
HORVU.MOREX.r3.2HG0128190,-0.035712122,5.207040003,0.890410476,0.99971513
HORVU.MOREX.r3.5HG0426290,0.03536193,6.211522716,0.890455514,0.99971513
HORVU.MOREX.r3.2HG0108120,0.035698387,6.437881256,0.890517448,0.99971513
HORVU.MOREX.r3.3HG0297660,-0.051233118,3.139680328,0.890572071,0.99971513
HORVU.MOREX.r3.3HG0276910,-0.035232637,5.435724324,0.890607778,0.99971513
HORVU.MOREX.r3.7HG0707680,0.063641206,2.128156351,0.890630892,0.99971513
HORVU.MOREX.r3.4HG0396170,0.038349455,7.512434813,0.89066282,0.99971513
HORVU.MOREX.r3.5HG0464170,0.05876142,2.523112171,0.890694211,0.99971513
HORVU.MOREX.r3.2HG0108460,-0.037053848,4.772637289,0.890706536,0.99971513
HORVU.MOREX.r3.7HG0674860,0.035794338,5.117729954,0.890838848,0.99971513
HORVU.MOREX.r3.3HG0230880,0.037943279,7.396776289,0.890899143,0.99971513
HORVU.MOREX.r3.3HG0330450,-0.049706933,3.257549596,0.890903727,0.99971513
HORVU.MOREX.r3.1HG0003710,-0.042149145,3.980220402,0.890932428,0.99971513
HORVU.MOREX.r3.2HG0115300,-0.039270139,7.874035217,0.890958324,0.99971513
HORVU.MOREX.r3.4HG0404080,0.043298839,3.855291693,0.890962911,0.99971513
HORVU.MOREX.r3.7HG0681920,-0.039721,8.039986781,0.891029447,0.99971513
HORVU.MOREX.r3.4HG0407130,0.035259889,5.325526844,0.891056319,0.99971513
HORVU.MOREX.r3.2HG0118560,-0.035953059,6.66332126,0.891134975,0.99971513
HORVU.MOREX.r3.7HG0716710,0.061475921,2.279807015,0.891186224,0.99971513
HORVU.MOREX.r3.1HG0069460,0.057439084,2.607347591,0.891198255,0.99971513
HORVU.MOREX.r3.2HG0185540,-0.044997249,3.669879902,0.891288674,0.99971513
HORVU.MOREX.r3.4HG0394090,0.035997431,6.704271951,0.891290328,0.99971513
HORVU.MOREX.r3.5HG0523320,-0.034844475,5.965461594,0.891316103,0.99971513
HORVU.MOREX.r3.6HG0610960,-0.044060775,3.758862931,0.891365624,0.99971513
HORVU.MOREX.r3.5HG0474050,0.040663308,4.13904725,0.891400971,0.99971513
HORVU.MOREX.r3.6HG0611210,0.037759709,7.419777363,0.891605567,0.99971513
HORVU.MOREX.r3.7HG0712780,0.034743012,5.610034856,0.891614554,0.99971513
HORVU.MOREX.r3.2HG0211800,0.034710574,5.98782042,0.891771625,0.99971513
HORVU.MOREX.r3.6HG0630510,-0.035804893,5.000042758,0.891866857,0.99971513
HORVU.MOREX.r3.5HG0459270,0.054420841,2.824823555,0.891895675,0.99971513
HORVU.MOREX.r3.4HG0333260,0.036265009,6.903112039,0.891918063,0.99971513
HORVU.MOREX.r3.4HG0412420,0.039144274,4.319182226,0.89192421,0.99971513
HORVU.MOREX.r3.1HG0095170,-0.038819791,7.844206775,0.891969436,0.99971513
HORVU.MOREX.r3.5HG0533290,0.040369196,8.416513056,0.892200975,0.99971513
HORVU.MOREX.r3.1HG0027030,0.044619312,3.669846401,0.892226657,0.99971513
HORVU.MOREX.r3.7HG0744780,-0.035001581,6.371643505,0.892303922,0.99971513
HORVU.MOREX.r3.3HG0327630,-0.05709358,2.589985,0.892324641,0.99971513
HORVU.MOREX.r3.1HG0086590,0.034574481,5.512379053,0.892375405,0.99971513
HORVU.MOREX.r3.2HG0170160,-0.036149171,6.920922276,0.892395251,0.99971513
HORVU.MOREX.r3.2HG0159940,0.03445667,5.879920403,0.892396873,0.99971513
HORVU.MOREX.r3.4HG0397030,0.039199159,8.046396039,0.892501891,0.99971513
HORVU.MOREX.r3.1HG0019730,-0.035022355,5.203644259,0.892539706,0.99971513
HORVU.MOREX.r3.1HG0000040,0.036998076,7.261889246,0.892546504,0.99971513
HORVU.MOREX.r3.3HG0305640,-0.034354843,5.753610401,0.892649323,0.99971513
HORVU.MOREX.r3.6HG0602680,0.043016656,3.813941586,0.89266583,0.99971513
HORVU.MOREX.r3.7HG0659120,0.034357191,5.703645325,0.892674254,0.99971513
HORVU.MOREX.r3.2HG0208940,-0.071660133,1.391048689,0.892675262,0.99971513
HORVU.MOREX.r3.2HG0156680,0.06074253,2.262481304,0.892808627,0.99971513
HORVU.MOREX.r3.4HG0336870,0.037734891,7.566240765,0.892827089,0.99971513
HORVU.MOREX.r3.3HG0301020,-0.038826778,4.318008271,0.892836152,0.99971513
HORVU.MOREX.r3.6HG0586240,0.035999717,6.925519169,0.892870361,0.99971513
HORVU.MOREX.r3.5HG0513560,0.052665378,2.925388664,0.892892512,0.99971513
HORVU.MOREX.r3.7HG0635110,-0.047948083,3.335354109,0.892932773,0.99971513
HORVU.MOREX.r3.7HG0663000,-0.034641298,6.29481698,0.893030846,0.99971513
HORVU.MOREX.r3.1HG0081710,0.041913226,3.909781734,0.893189529,0.99971513
HORVU.MOREX.r3.1HG0093440,0.047191806,3.381685161,0.893327016,0.99971513
HORVU.MOREX.r3.2HG0122500,-0.034397195,5.39933772,0.893347013,0.99971513
HORVU.MOREX.r3.5HG0498500,-0.034152488,5.671467961,0.893351154,0.99971513
HORVU.MOREX.r3.4HG0347260,-0.034189975,5.542709238,0.893472028,0.99971513
HORVU.MOREX.r3.3HG0283190,0.057880159,2.465456567,0.893571434,0.99971513
HORVU.MOREX.r3.4HG0388310,0.034211825,6.09121667,0.893582722,0.99971513
HORVU.MOREX.r3.3HG0303970,-0.034041392,5.779219594,0.893629285,0.99971513
HORVU.MOREX.r3.6HG0540760,-0.035889953,4.799237411,0.893788372,0.99971513
HORVU.MOREX.r3.5HG0529760,0.076364773,1.001446881,0.893812876,0.99971513
HORVU.MOREX.r3.1HG0050080,-0.034061755,6.033661329,0.893883734,0.99971513
HORVU.MOREX.r3.5HG0522270,0.038150861,7.857826205,0.893927815,0.99971513
HORVU.MOREX.r3.6HG0572900,-0.043081481,3.745390304,0.894081222,0.99971513
HORVU.MOREX.r3.6HG0615110,0.053325305,2.824064309,0.894083302,0.99971513
HORVU.MOREX.r3.1HG0047120,-0.03791584,7.794898758,0.894092592,0.99971513
HORVU.MOREX.r3.3HG0243680,-0.036478344,4.645284718,0.894106796,0.99971513
HORVU.MOREX.r3.1HG0054390,-0.034241008,5.333911327,0.894140426,0.99971513
HORVU.MOREX.r3.3HG0305220,0.035624221,4.830002479,0.894189651,0.99971513
HORVU.MOREX.r3.6HG0539520,0.036491355,7.295984773,0.894274319,0.99971513
HORVU.MOREX.r3.6HG0620000,0.038998958,4.216275715,0.894290545,0.99971513
HORVU.MOREX.r3.2HG0188670,0.037612298,7.717384821,0.894342775,0.99971513
HORVU.MOREX.r3.2HG0161280,0.035670027,4.801684281,0.894436291,0.99971513
HORVU.MOREX.r3.5HG0505770,-0.033728261,5.901309032,0.894658094,0.99971513
HORVU.MOREX.r3.6HG0624290,0.03776722,4.372835885,0.894748781,0.99971513
HORVU.MOREX.r3.1HG0019150,0.051666543,2.924747632,0.894940314,0.99971513
HORVU.MOREX.r3.7HG0674890,0.033625095,5.842199624,0.894943116,0.99971513
HORVU.MOREX.r3.6HG0613270,0.044744549,10.3249949,0.895034398,0.99971513
HORVU.MOREX.r3.5HG0421410,-0.034317356,5.135454275,0.895190241,0.99971513
HORVU.MOREX.r3.3HG0268390,-0.035670056,4.730366499,0.89528084,0.99971513
HORVU.MOREX.r3.7HG0636020,0.033483593,6.009425555,0.895611391,0.99971513
HORVU.MOREX.r3.2HG0118810,-0.034035065,5.177610779,0.895735755,0.99971513
HORVU.MOREX.r3.5HG0464460,-0.043762763,3.602058371,0.895867432,0.99971513
HORVU.MOREX.r3.5HG0535790,0.045295738,3.455245517,0.895869777,0.99971513
HORVU.MOREX.r3.2HG0159780,0.036579077,4.505427419,0.895886561,0.99971513
HORVU.MOREX.r3.6HG0554910,0.047050515,3.286883926,0.895989099,0.99971513
HORVU.MOREX.r3.6HG0609910,0.033325051,5.572623247,0.896086072,0.99971513
HORVU.MOREX.r3.4HG0366020,0.035889497,7.309924003,0.896115911,0.99971513
HORVU.MOREX.r3.6HG0571760,-0.039140153,4.102065383,0.896171521,0.99971513
HORVU.MOREX.r3.7HG0672890,-0.041605873,3.813086045,0.896175772,0.99971513
HORVU.MOREX.r3.2HG0208500,-0.069330058,1.385598374,0.896178431,0.99971513
HORVU.MOREX.r3.4HG0395770,-0.035392428,4.724800245,0.896215455,0.99971513
HORVU.MOREX.r3.6HG0556100,0.033950342,5.145554248,0.896223388,0.99971513
HORVU.MOREX.r3.3HG0266070,-0.034544511,4.935084446,0.896258476,0.99971513
HORVU.MOREX.r3.5HG0535390,0.033268126,5.532811553,0.896359405,0.99971513
HORVU.MOREX.r3.7HG0717940,-0.034782724,4.857213187,0.896404085,0.99971513
HORVU.MOREX.r3.4HG0390280,-0.044389673,3.516487598,0.896412859,0.99971513
HORVU.MOREX.r3.3HG0237820,-0.033173647,5.527518895,0.896662312,0.99971513
HORVU.MOREX.r3.5HG0434160,-0.036001349,4.562088759,0.896682391,0.99971513
HORVU.MOREX.r3.2HG0099360,-0.056237825,2.456048442,0.896717788,0.99971513
HORVU.MOREX.r3.1HG0048070,-0.03642031,4.481394969,0.896731141,0.99971513
HORVU.MOREX.r3.5HG0477620,0.033554917,5.218067107,0.89693369,0.99971513
HORVU.MOREX.r3.5HG0469350,-0.034204161,4.968062892,0.896963386,0.99971513
HORVU.MOREX.r3.3HG0308580,-0.038189249,4.18529902,0.897080681,0.99971513
HORVU.MOREX.r3.4HG0368070,-0.069236317,1.349356593,0.897139193,0.99971513
HORVU.MOREX.r3.7HG0745810,0.061912563,1.949036337,0.897192421,0.99971513
